PATH	DURATION	GROUNDTRUTH	GREEDY
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90306/IISc_RESPIN_te_D2_90306_517325_M_BANK_909779_90353406.wav	5.05	డిపాజిట్లు ఎన్ని రకాలు ? వాటి లాభాలు సెప్పగలరా ?	డిపాజిట్లు ఎన్ని రకాలు ? వాటి లాభాలు సెప్పగలరా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90256/IISc_RESPIN_te_D2_90256_517291_F_BANK_910082_90353453.wav	4.99	నేను ఆఫ్ లైను అకౌంట్ తెరవడానికి మార్గాలు సెప్పండి ?	నేను ఆఫ్ లైన్ అకౌంట్ తెరవడానికి మార్గాలు సెప్పండి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_BANK_911340_90353889.wav	7.09	నేను మా భా ర్య కలిసి జాయింట్ అకౌంట్ ఓపెన్ కోసం ఏంచేయాలి ?	నేను మా ధార్య తడసి జాయిన్ అకౌంట్ ఓపెన్ కోసం ఏం చేయాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_AGRI_910793_90353936.wav	3.85	బంతి పువ్వు విత్తనాలు ఏ టైమ్ లో వెయ్యాలి ?	బంతి పువ్వు విత్తనాలు ఏటండ్ల వేయలేరు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_AGRI_910790_90353951.wav	4.01	ఇసుక నేలలో పసుపు పంట వెయ్యొచ్చా ?	చూడ నేలలో పసుపు పంట బెల్ట్యెచ్చా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_910411_90354048.wav	6.23	టమాటా పండ్లను ఫంగస్ రాకుండ ఎలా కాపాడాలి ?	టమాటోళ్ళను పంట శాతంగా ఎలా కాపాడేయో కాపాడేయో మే
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_910558_90354159.wav	3.78	ఎకరం వరి పండించటానికి ఎంత యూరియా వాడాలి ?	ఎకరం వరి పండించడాకి ఎంత ఎరువు ఎయ్యాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_BANK_911455_90354161.wav	6.05	నా లోన్ కట్టడం లేట్ అయితే నాకు ఎంత వరకు చార్జెస్ పడే అవకాశం ఉంది ?	నాలుగు నుంచి అయితే అవి ఏటిఎం తో చార్జెస్ పదే ఆఫ్ చేసుకునే ఆఫ్ ఇవ్వాల్సి ఉంది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_BANK_911347_90354162.wav	8.59	అయ్యా నేను వొక రైతుని నాకు రెండు ఎకరాల భూమి ఉంది వరి సాగు చేస్తున్నాను నాకు లోన్ ఉందా ?	అయ్య విలువ పరైతి నాకు రుాయిక్రా అలపు వదిలుంది వరిసను నాకు లోన్ ఉన్నా ఉందా
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_910574_90354168.wav	7.14	చెఱకులో కాండము తొలుచు పురుగు నివారణకు ఏమందు వాడాలి ?	చెరుకులో కాండం తోలుచు పురుగుకి వాడకూ ఏముండాది వాడాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_AGRI_913766_90354238.wav	5.36	మినప్పప్పు తో కుడుములు సేసుకొని తింతాము	మినప్పప్పుతెమ్ములు సేసుకొని తింటాము
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_910448_90354254.wav	7.18	రెండు ఎకరాల భూమి లో కొబ్బరి కి అంతర పంట గా ఏ పంట మంచిది ?	ఎన్ని ఎకరాల భూమిలో కొబ్బరికి అంతర పంటగా ఏ పంట మంచిది ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_BANK_911280_90354347.wav	7.24	మీ బ్యాంక్ లో వివిధ లోన్ సదుపాయాలు గ్యారంటీ సమాచారాన్ని నేను ఆన్ లైన్ లో ఏ విధంగా పొందగలను ?	మీ బ్యాంకులో వివిధ లోను సదుపాయాల దేశానికి సమాచారాన్ని నిర్వహిస్తుంది , ఏ విధంగా పొందగలను ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_BANK_915044_90354351.wav	5.24	ఈక్విటీ ఫండ్స్ లో అనేక రకాల ఫండ్స్ ఉన్నాయి	ఈక్విటీ ఫండ్స్ లో అనేక రకాల ఫండ్స్ ఉన్నాయి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_AGRI_912035_90354373.wav	6.44	శీతకాలం బట్ట కోసం ముందు నుండే ఉన్నిని సేకరిత్తుంటారు	సీతాకాలం బట్ట కోసం ముందు నుండే ఉన్నిని సేకరిత్తుంటారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_AGRI_911838_90354379.wav	6.01	మేకలు పిండిరేకులు వ్యవసాయ పొలాల్లో గెత్తంగా వాడుతారు	మేకలు , పిండి రేట్లు , ఎవసాయ పనాలను ఎత్తన్నారు ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_AGRI_913324_90354422.wav	5.69	ఉన్ని మేకల నుండి వివిధ జంతువుల నుండి ఉత్పత్తి అవుతుంది	ఉన్ని , మేకల నుండి బీరూట్ జంతువులనుండి ఉత్పత్తి అవుతుంది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_913544_90354766.wav	7.37	గెత్తం వేసి పండించడం వల్ల మంచి నాణ్యత గల పంట పండిన , ఎక్కువ దిగుబడి రాదు	జాతం వేసి పండించితంగా మళ్ల మంచి నాగలి తగల పంట పండినా ఎక్కువ దిగుబడి రాదు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90306/IISc_RESPIN_te_D2_90306_517325_M_AGRI_909102_90354832.wav	4.89	కషాయాలను ఎలా వాడుకోవాలి పులుగు మందులలో కలుపుకోవచ్చా ?	టాక్స్ రేట్లు నిలవ వాడుకోవాలి , పురుగు మందులలో కలుపు పొచ్చారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90306/IISc_RESPIN_te_D2_90306_517325_M_BANK_909550_90354836.wav	5.88	రెండు వందలు గ్రాముల బంగారుకు నేను ఎంత అప్పు పొందొచ్చు ?	రెండు వందలు గ్రామీణ విల భూమి అని ఎంత ఆఫ్ పిన్ పొందొచ్చు ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_914299_90355351.wav	3.94	పెంట పొలంకేస్తే సారం అయిపోద్ది	పంట పొలం ఏస్తే సారం అయిపోతివి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_914009_90355359.wav	8.45	సేంద్రీ ఎరువులనుపయోగించి పండించే పంటని తినే వాళ్ళున్నారు వాళ్లకి జబ్బులు దరిచేరవు	సేంద్రియ ఎరువులను పెంచి పండించే పంటను పిలించే వారు నా వాళ్ళకి చెప్పులు దరిచేరవు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90406/IISc_RESPIN_te_D4_90406_530001_M_AGRI_911813_90355492.wav	5.25	పంటకు నేల సారంతో పాటు , నీటి పారుదల కూడా జాగ్రత్తగా సూసుకోవాలి కదా	పంటలకు నీరసం తోట నీటిపారుదల పెంపకంలో జాడప్ రా సూసుకోవాలి కదా
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90406/IISc_RESPIN_te_D4_90406_530001_M_AGRI_913374_90355498.wav	4.74	కలుపు మొక్కలలో వాతావరణం అనుకూలంగా కొన్ని ఉపయోగకరంగా కూడా వుంటాయి	కలుపు మొక్కలు వాతావరణాన్ని కోల్పోయినా కుటుడ్లు రాకుండా కూడా ఉంటాయి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_BANK_915117_90355505.wav	6.92	డెబిట్ కార్డు పై ఉన్న తేదీ తర్వాత మరి కార్డు పనిచేయదు	డిపాజిట్ కాంట్రాక్ట్ పైన ఉన్న తేది తర్వాత మరి గానీ పనిచేయదు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_AGRI_914017_90355515.wav	6.13	కొబ్బరి మొక్కలను నాటి అనేకమందికి ఉపాధి కల్పించవచ్చు	గొర్రె మొక్కలను నాటి అనేక మందికి ఉపాధి కల్పించవచ్చు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90367/IISc_RESPIN_te_D4_90367_530013_F_BANK_912258_90355522.wav	9.35	నేను డైలీ ఫైనాన్స్ దగ్గర ఐదురూపాయల వడ్డీకి తీసుకుంటే వాళ్ళకి ఎంత లాభమో కదా	నేను డాలిఫోయా నష్ట పెద్ద ఐదు రూపాయల బడ్డీకి తీసుకుంటే బాలర్ నాకు ఎంత లాభమా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90406/IISc_RESPIN_te_D4_90406_530001_M_AGRI_914264_90355619.wav	3.49	పసుపు కొమ్ములను దంచి మొఖం కి రాసుకుంతారు	పశు పోను వెబ్ ను బాంక్ కి మొక్కలు తినరుగా ఉన్నా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90406/IISc_RESPIN_te_D4_90406_530001_M_AGRI_913324_90355621.wav	4.65	ఉన్ని మేకల నుండి వివిధ జంతువుల నుండి ఉత్పత్తి అవుతుంది	ఉన్ని , వెంకరలంటే నిండా జంతువులనుండి ఉత్పత్తి అవుతుంది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90406/IISc_RESPIN_te_D4_90406_530001_M_AGRI_912959_90355862.wav	5.79	పూసేది , పూయనిది అని వెదురులో రకరకాలున్నాయని ఇయ్యాలే తెలిసింది	పోస్ట్ హార్టికెట్ అని పి అని బెద్దులు లో రకాలుండాయని ఈ ఆడ తెలుసుకోవాల
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90406/IISc_RESPIN_te_D4_90406_530001_M_BANK_915044_90356087.wav	3.61	ఈక్విటీ ఫండ్స్ లో అనేక రకాల ఫండ్స్ ఉన్నాయి	ఎక్కువ డిపాజిట్ ల వ్యాపారం చూడచ్చు మరి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90448/IISc_RESPIN_te_D4_90448_530004_F_AGRI_910938_90356685.wav	6.88	రైతుబంధు పథకం ఎన్ని ఎకరాలు వరకు ఉన్నా వారికి చెందుతుంది ?	రైతు బొండు పథకం ఏమి ఎకరాలు వరికి చెందుతుంది ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90448/IISc_RESPIN_te_D4_90448_530004_F_BANK_911061_90356896.wav	8.24	నా లోన్ అప్లికేషన్ పెట్టి చాలా కాలం అయ్యింది దాని స్థితి తెలుసుకోవాలంటే ఎవరిని సంప్రదించాలి ?	నా లోను అప్లిషన్ పెట్టి చాలా కలమయ్యిందని స్థితి తెల్సుకోవాలంటే ఎవర్ని సంప్రదించాలే ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90256/IISc_RESPIN_te_D2_90256_517291_F_BANK_909550_90357923.wav	4.73	రెండు వందలు గ్రాముల బంగారుకు నేను ఎంత అప్పు పొందొచ్చు ?	ఏందోందలు గ్రామీణ విభాగం నేను ఎంత అప్పును పొందొచ్చు ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90439/IISc_RESPIN_te_D4_90439_530001_M_AGRI_913766_90358075.wav	3.68	మినప్పప్పు తో కుడుములు సేసుకొని తింతాము	నేనప్పుడు పొలంలో చేసుకుని తింతాము
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90439/IISc_RESPIN_te_D4_90439_530001_M_BANK_915117_90358078.wav	3.89	డెబిట్ కార్డు పై ఉన్న తేదీ తర్వాత మరి కార్డు పనిచేయదు	డెబిట్ కార్డు పే వనరు పేరు చెయ్యచ్చు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90228/IISc_RESPIN_te_D2_90228_517569_F_AGRI_907379_90358606.wav	10.94	జంతు ఫైబర్ గొర్రెలు , మేకలు , లామాలు , కుందేళ్ళు , కస్తూరి ఎద్దులు మొదలగు వాటినుంచి సేకరిస్తారు	జంతు ఫైబర్ , గొర్రెలు , మేతలు , గ్లామాలు కస్తుర్ , రస్టూరి ఎందులు మొదలగు వాటిని అచ్చినారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90256/IISc_RESPIN_te_D2_90256_517291_F_BANK_909796_90358880.wav	4.35	ఆన్లైన్ పేటీయం ద్వారా ఇన్సూరెన్సు కట్టవచ్చా ?	ఆన్లైన్ పేపియన్ ద్వారా ఇన్సూరెన్స్ కట్టవచ్చా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90256/IISc_RESPIN_te_D2_90256_517291_F_BANK_909614_90359512.wav	6.31	వివిధ రకాలైన అప్లికేషన్లు లభిస్తున్నాయి , వాటిలో బాగుండేది ఏది ?	వివిధ రకాలైన అప్లికేషన్లు లభిస్తున్నాయి వాటిలో బాగుంటాయ్ ఏది ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90256/IISc_RESPIN_te_D2_90256_517291_F_BANK_909830_90359527.wav	4.61	నేను పంపిన డబ్బులు తొందరగా సేరకపోతే ఏమి సెయ్యాలి ?	నేను పంపిన డబ్బులు తొందరగా సేయ్యాలి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90448/IISc_RESPIN_te_D4_90448_530004_F_AGRI_910312_90359609.wav	6.0	ఒక ఎకర వరికి ఎన్ని కిలోగ్రాములు యూరియా వెయ్యాలి ?	ఒక ఎకరా వరికి ఎన్ని కిలోగ్రాములు యూరియా వేయాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90448/IISc_RESPIN_te_D4_90448_530004_F_BANK_911069_90359634.wav	8.85	కేవైసీ కోసం ఆధార్ అప్ డేట్ చేసే సౌకర్యం మీ బ్యాంకులో ఉందా ?	కేవైసి కోసం ఆధార అప్డేట్ చేసే సౌకర్యం మీ బ్యాంకులో ఉందా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_913589_90360028.wav	6.12	సముద్ర సేపలు ఖరీదు ఆకాశానికి ఎప్పుడు అంటుకుంటూనే ఉంటాయి	సముద్ర చేపలు , కార్లు , కాఫీ , ఆకాశానికి ఎప్పుడూ అంతకొంటుంది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_913374_90360143.wav	7.72	కలుపు మొక్కలలో వాతావరణం అనుకూలంగా కొన్ని ఉపయోగకరంగా కూడా వుంటాయి	కలుపు మొక్కలు వాతావరణం అనుకూలంగా కొన్ని ఉపయోగకరంగా కూడా ఉంటాయి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_BANK_912101_90360238.wav	8.87	మా ఇంటి వోనరు నెంబరు ఇంకెందుకు మన ఎకౌంటులో అని బెనిఫిషియరీ లిస్ట్ నుండి తీసేసానురా	మా యింటి ఓ నెంబరీ కిందకు మన ఎకౌంటులో అన్ని పిన్సెత్తే ది తీసేసామురా
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90498/IISc_RESPIN_te_D4_90498_530027_M_AGRI_912878_90360282.wav	6.89	నా గొర్రెలు ఎన్నో గొర్రె పిల్లని ఎడతన్నాయిరా కొన్ని నీకు కావాలా	నా గొర్రెలు ఇన్నో గుడి పెట్టులా మీద కొన్ని కావాలరా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_AGRI_910541_90361382.wav	3.4	వరిలో దోమ తెగులుకు ఏ మందు వాడాలి ?	వరిలో బ్యాంకు పెరిగి పెండు భీమా పోయింది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_AGRI_910793_90361414.wav	3.5	బంతి పువ్వు విత్తనాలు ఏ టైమ్ లో వెయ్యాలి ?	బంతి పురుగు విత్తనాలు ఏటీ ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_911340_90361625.wav	4.35	నేను మా భా ర్య కలిసి జాయింట్ అకౌంట్ ఓపెన్ కోసం ఏంచేయాలి ?	నేను మా ప్రావిడెంట్ చేయాలి దక్కడ పెడితే కార్పొరేషన్ చేయాలి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_911069_90362235.wav	4.59	కేవైసీ కోసం ఆధార్ అప్ డేట్ చేసే సౌకర్యం మీ బ్యాంకులో ఉందా ?	ఏ వైసి కోసం ఆదారాల అప్డేట్ చేసే సంవత్సరం ఏటీఎం కాదురా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_911379_90362261.wav	3.54	నాకు రెండు ఎకరాల పొలం ఉంది , సాగు చేయడానికి లోన్ వస్తుందా ?	ఒక కూరయన్ ఎకరాల పొలం నుండి సాగు చేయడానికి ఉన్న అమ్మే
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_910981_90362322.wav	3.69	లోన్ తీసుకోవాలంటే ఎంత క్రెడిట్ స్కోర్ ఉండాలి ?	లోన్ తీసుకోవాలంటే ఎంత పెడితే కూరగాయలు ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_AGRI_910486_90362340.wav	3.27	డ్రిప్ ఇరిగేషన్ వల్ల కలిగే నష్టాలు ఏంటి	ఎస్ క్రితే దేశ వ్యాధిన నష్టాలు ఏమిటి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_911484_90362919.wav	4.28	నాకు ఏమైనా ఆరోగ్య సమస్యలు ఉంటే జీవిత భీమా ఇవ్వడం కుదురుతుందా ?	బాంకు ఏమైనా ఆరోగ్య సమస్యలు ఉంటే జీవిత వినయమైన ఎవ్వడానికి ఉండాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_911111_90362921.wav	3.5	అకౌంట్ లో కనీసం ఎంత డబ్బులు ఉంచాలి ?	అబ్బా కనీసరా ఎంత డబ్బులు ఉంచాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_915032_90363127.wav	4.14	కంపనీ అమ్మకాల హెచ్చు తగ్గులను ఒక బార్ చిత్రం ద్వారా చూపించొచ్చు	కొన్ని అమ్మకాల పిక్సుల గూడలు ఒక బావ చెక్కలు బాగా పెంచుతారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_915647_90363149.wav	6.55	ఆదాయ పన్ను శాఖ అధికారులు నీతిమంతులు నిజాయితీ పరులుగా ఉన్నప్పుడే పెజలకి పెబుత్వానికీ లాబం	బాగా పండు సేకరికారులు , నీటి మందులు , మితారో , మితా , ఇగులు , వ్యాపిల్ల వ్యక్తులు ఇట్టి పెబుత్వానికి లాబం
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_AGRI_913379_90363165.wav	4.31	పల్లెటూర్లో ఇప్పుడు డాబాలు కానీ అప్పుడు అందరివీ పెంకుటిల్లే	పళ్ళ తోటలో ఎక్కువ డావాలి అప్పుడే అంతర బ్యాంకు పెంచుతున్నారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_AGRI_910416_90363894.wav	5.88	రైతులు తమ ఉత్పత్తుల ధరను ఏ వెబ్ సైట్ నుండి తెలుసుకోవచ్చు ?	ప్లాయిడ్లు తమ పొద్దుల ధరలు ఏవ్విడొచ్చు కోవచ్చు ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_AGRI_910732_90363927.wav	5.19	రసాయన ఎరువుల పేర్లు చెప్పండి ? వాటి వాడకం చెప్పండి ?	రసాయన ఎరువుల పేదలు చెప్పండి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_913509_90363985.wav	4.62	భూమి గానీ బంగారం గానీ పూచి పెట్టి లోన్ తీసుకోవచ్చు	భూమి లోని బంగారం గాని ఎప్పుడు శీపెట్టి రూపొచ్చుకో
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_AGRI_913555_90363989.wav	4.39	వాన పడితే పొలానికి నాగళ్లుకు పొత్తు బాగా కుదరతాది	వానపడే పొలానికి నాగలితో కుట్టు పెడతారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_AGRI_910541_90364450.wav	4.16	వరిలో దోమ తెగులుకు ఏ మందు వాడాలి ?	వరిలో దోమ తెగులుకు ఏ పండుగ వెయ్యాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_AGRI_910909_90364452.wav	6.34	వరిలో ఏ దశ లల్లో పంటలు గా నీటినీ పెట్టాలి ? ఎంత మోతాదులో పెట్టాలి ?	వరిలో ఏ దశలో పంటలు గొర్రెలు , రీటీని పెట్టాలి , ఎంత మోతాదులో పెట్టాలి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_AGRI_910793_90364455.wav	4.05	బంతి పువ్వు విత్తనాలు ఏ టైమ్ లో వెయ్యాలి ?	బంతి పురుగు విత్తనాలు ఏటన్ను ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_BANK_915024_90365748.wav	4.53	వస్తువులకు పనులతో పాటుగా ప్రచారం ఖర్చు కూడా వస్తువుపై పడుతుంది	వస్తు పన్నుతో పన్నుల ప్రాపర్టా , పెచ్చాలంటే పెబుత్వ ఇవ్వాలి
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_AGRI_912035_90365756.wav	5.1	శీతకాలం బట్ట కోసం ముందు నుండే ఉన్నిని సేకరిత్తుంటారు	సీతకాలం పట్టే వాసన ముందు ఉన్న ఉన్నవి సాగట్టుతారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_BANK_911029_90365771.wav	3.61	నా క్యుఆర్ కోడ్ నీ తెల్సుకోవడం ఎలా ?	నా సివా కోడ్ని తెల్సుకోడం ఎలా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_BANK_911111_90365781.wav	3.71	అకౌంట్ లో కనీసం ఎంత డబ్బులు ఉంచాలి ?	అకౌంట్లో కనీసని ఎంత డబ్బులు ఉంచాలి ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_AGRI_910561_90365795.wav	4.2	వరి ఎకరం పండించటానికి జీవామృతం ఎప్పుడు వాడాలి ?	వరి కంటా పండించి గానీ టీ గామెన్ ఇప్పుడు ఆన్ లైన్ ఇత్తన్నాం
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_BANK_911484_90365796.wav	4.8	నాకు ఏమైనా ఆరోగ్య సమస్యలు ఉంటే జీవిత భీమా ఇవ్వడం కుదురుతుందా ?	నాకు ఏమైనా ఆరోగ్య సమస్యలు ఉంటే జీవిత బీమా ఇవ్వడం కుదూస్తుందా ?
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90392/IISc_RESPIN_te_D4_90392_530013_M_AGRI_912879_90365825.wav	4.07	కష్మెరి సాలువా అని చెప్పి ఏదో గుడ్డముక్క అమ్మేశాడు సూడు	నక్షత్రీ చారు వాటికి పీచు దగ్గర కట్టే చాలు సూడు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_BANK_911066_90365906.wav	4.09	నేను తీసుకున్న లోన్ పై ఇంట్రెస్ట్ రేటు ఎప్పుడు తగ్గిస్తారు ?	నేను తీసుకున్న లోన్ పై ఇన్వెస్ట్ ఎప్పుడు కందిత్తారు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_BANK_912578_90366930.wav	6.15	ఆర్థికంగా చితికిపోయినా వారు కొత్త రుణాలు పొందే అవకాశం ఇప్పుడు బాండ్ మార్కెట్లో ఉంది	ఆర్థికంగా చెందిపోయిన బాబూ కూతున్నారు కొంత సెప్పు బ్యాంకులో ఉంది
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D2/90228/IISc_RESPIN_te_D2_90228_517569_F_AGRI_906964_90366982.wav	6.2	కెరాటిన్ అనేది జుట్టు , చర్మం , గొర్లను తయారు చేసే ఒక ప్రొటీను	ఎలాంటి అనేది జుట్టు చర్మం , గోధుమ , గుర్తులు అధ్రా చేసే వాళ్ళు
/home/hemanth/GIT_Projects/RA/data/IISc_RESPIN_test_te/D4/90443/IISc_RESPIN_te_D4_90443_530043_F_AGRI_912844_90367227.wav	5.37	మా తాతల కాలంలో గోధుమనూక వోరికీ తెలీదు ఇప్పుడు తెలీనోరే లేరు	మా తాత చాలాన్ను గోధుమల గొర్రెకి తిరీన ఉన్ని లోనే లేవు
